Peruíbe,SP,-24.312,-47.0012
Pesqueira,PE,-8.35797,-36.6978
Petrolina,PE,-9.38866,-40.5027
Petrópolis,RJ,-22.52,-43.1926
Picos,PI,-7.07721,-41.467
Piedade,SP,-23.7139,-47.4256
Pilar,AL,-9.60135,-35.9543
Pilar do Sul,SP,-23.8077,-47.7222
Pimenta Bueno,RO,-11.672,-61.198
Pindamonhangaba,SP,-22.9246,-45.4613
Pinhais,PR,-25.4429,-49.1927
Pinheiral,RJ,-22.5172,-44.0022
Pinheiro,MA,-2.52224,-45.0788
Piracaia,SP,-23.0525,-46.3594
Piracicaba,SP,-22.7338,-47.6476
Piracuruca,PI,-3.93335,-41.7088
Piraí,RJ,-22.6215,-43.9081
Piraju,SP,-23.1981,-49.3803
Pirapora,MG,-17.3392,-44.934
Pirapozinho,SP,-22.2711,-51.4976
Piraquara,PR,-25.4422,-49.0624
Pirassununga,SP,-21.996,-47.4257
Pires do Rio,GO,-17.3019,-48.2768
Piripiri,PI,-4.27157,-41.7716
Pitanga,PR,-24.7588,-51.7596
Pitangueiras,SP,-21.0132,-48.221
Pitangui,MG,-19.6741,-44.8964
Planaltina,GO,-15.452,-47.6089
Poá,SP,-23.5333,-46.3473
Poções,BA,-14.5234,-40.3634
Poconé,MT,-16.266,-56.6261
Poços de Caldas,MG,-21.78,-46.5692
Pombal,PB,-6.76606,-37.8003
Pomerode,SC,-26.7384,-49.1785
Pompéu,MG,-19.2257,-45.0141
Ponta Grossa,PR,-25.0916,-50.1668
Ponta Porã,MS,-22.5296,-55.7203
Pontal,SP,-21.0216,-48.0423
Ponte Nova,MG,-20.4111,-42.8978
Pontes e Lacerda,MT,-15.2219,-59.3435
Porangatu,GO,-13.4391,-49.1503
Portão,RS,-29.7015,-51.2429
Porto Alegre,RS,-30.0318,-51.2065
Porto Feliz,SP,-23.2093,-47.5251
Porto Ferreira,SP,-21.8498,-47.487
Porto Seguro,BA,-16.4435,-39.0643
Porto União,SC,-26.2451,-51.0759
Porto Velho,RO,-8.76077,-63.8999
Posse,GO,-14.0859,-46.3704
Pouso Alegre,MG,-22.2266,-45.9389
Praia Grande,SC,-29.1918,-49.9525
Prata,PB,-7.68826,-37.0801
Presidente Dutra,BA,-11.2923,-41.9843
Presidente Epitácio,SP,-21.7651,-52.1111
Presidente Prudente,SP,-22.1207,-51.3925
Presidente Venceslau,SP,-21.8732,-51.8447
Promissão,SP,-21.5356,-49.8599
Propriá,SE,-10.2138,-36.8442
Prudentópolis,PR,-25.2111,-50.9754
Quaraí,RS,-30.384,-56.4483
Queimados,RJ,-22.7102,-43.5518
Quirinópolis,GO,-18.4472,-50.4547
Quixadá,CE,-4.9663,-39.0155
Quixeramobim,CE,-5.19067,-39.2889
Rancharia,SP,-22.2269,-50.893
Recife,PE,-8.04666,-34.8771
Registro,SP,-24.4979,-47.8449
Resende,RJ,-22.4705,-44.4509
Ribeira do Pombal,BA,-10.8373,-38.5382
Ribeirão,PE,-8.50957,-35.3698
Ribeirão das Neves,MG,-19.7621,-44.0844
Ribeirão Pires,SP,-23.7067,-46.4058
Ribeirão Preto,SP,-21.1699,-47.8099
Rio Bonito,RJ,-22.7181,-42.6276
Rio Branco,AC,-9.97499,-67.8243
Rio Branco do Sul,PR,-25.1892,-49.3115
Rio Brilhante,MS,-21.8033,-54.5427
Rio Claro,SP,-22.3984,-47.5546
Rio das Ostras,RJ,-22.5174,-41.9475
Rio das Pedras,SP,-22.8417,-47.6047
Rio de Janeiro,RJ,-22.9129,-43.2003
Rio do Sul,SC,-27.2156,-49.643
Rio Grande,RS,-32.0349,-52.1071
Rio Grande da Serra,SP,-23.7437,-46.3971
Rio Largo,AL,-9.47783,-35.8394
Rio Negrinho,SC,-26.2591,-49.5177
Rio Negro,PR,-26.095,-49.7982
Rio Pardo,RS,-29.988,-52.3711
Rio Preto da Eva,AM,-2.7045,-59.6858
Rio Real,BA,-11.4814,-37.9332
Rolândia,PR,-23.3101,-51.3659
Rondonópolis,MT,-16.4673,-54.6372
Rosário do Sul,RS,-30.2515,-54.9221
Russas,CE,-4.92673,-37.9721
Ruy Barbosa,RN,-5.88745,-35.933
Salgueiro,PE,-8.07373,-39.1247
Salinas,MG,-16.1753,-42.2964
Salinópolis,PA,-0.630815,-47.3465
Salto,SP,-23.1996,-47.2931
Salto de Pirapora,SP,-23.6474,-47.5743
Salvador,BA,-12.9718,-38.5011
Santa Bárbara d'Oeste,SP,-22.7553,-47.4143
Santa Cruz,PB,-6.5237,-38.0617
Santa Cruz Cabrália,BA,-16.2825,-39.0295
Santa Cruz das Palmeiras,SP,-21.8235,-47.248
Santa Cruz do Capibaribe,PE,-7.94802,-36.2061
Santa Cruz do Rio Pardo,SP,-22.8988,-49.6354
Santa Cruz do Sul,RS,-29.722,-52.4343
Santa Fé do Sul,SP,-20.2083,-50.932
Santa Gertrudes,SP,-22.4572,-47.5272
Santa Helena de Goiás,GO,-17.8115,-50.5977
Santa Inês,BA,-13.2793,-39.814
Santa Isabel,GO,-15.2958,-49.4259
Santa Luzia,BA,-15.4342,-39.3287
Santa Maria,RN,-5.83802,-35.6914
Santa Maria da Vitória,BA,-13.3859,-44.2011
Santa Quitéria,CE,-4.32608,-40.1523
Santa Rita,PB,-7.11724,-34.9753
Santa Rita do Passa Quatro,SP,-21.7083,-47.478
Santa Rita do Sapucaí,MG,-22.2461,-45.7034
Santa Rosa,RS,-27.8702,-54.4796
Santa Rosa de Viterbo,SP,-21.4776,-47.3622
Santa Vitória do Palmar,RS,-33.525,-53.3717
Santaluz,BA,-11.2508,-39.375
Santana,BA,-12.9792,-44.0506
Santana do Ipanema,AL,-9.36999,-37.248
Santana do Paraíso,MG,-19.3661,-42.5446
Santarém,PA,-2.43849,-54.6996
Santiago,RS,-29.1897,-54.8666
Santo Amaro,BA,-12.5472,-38.7137
Santo André,PB,-7.22016,-36.6213
Santo Ângelo,RS,-28.3001,-54.2668
Santo Antônio da Platina,PR,-23.2959,-50.0815
Santo Antônio de Jesus,BA,-12.9614,-39.2584
Santo Antônio de Pádua,RJ,-21.541,-42.1832
Santo Antônio do Monte,MG,-20.085,-45.2947
Santo Estêvão,BA,-12.428,-39.2505
Santos,SP,-23.9535,-46.335
Santos Dumont,MG,-21.4634,-43.5499
São Bento,MA,-2.69781,-44.8289
São Bento do Sul,SC,-26.2495,-49.3831
São Bernardo do Campo,SP,-23.6914,-46.5646
São Borja,RS,-28.6578,-56.0036
São Caetano do Sul,SP,-23.6229,-46.5548
São Carlos,SC,-27.0798,-53.0037
São Cristóvão,SE,-11.0084,-37.2044
São Fidélis,RJ,-21.6551,-41.756
São Francisco,SP,-20.3623,-50.6952
São Francisco do Conde,BA,-12.6183,-38.6786
São Francisco do Sul,SC,-26.2579,-48.6344
São Gabriel,RS,-30.3337,-54.3217
São Gonçalo do Amarante,CE,-3.60515,-38.9726
São Gonçalo do Sapucaí,MG,-21.8932,-45.5893
São Gotardo,MG,-19.3087,-46.0465
São João da Barra,RJ,-21.638,-41.0446
São João da Boa Vista,SP,-21.9707,-46.7944
São João de Meriti,RJ,-22.8058,-43.3729
São João del Rei,MG,-21.1311,-44.2526
São João dos Patos,MA,-6.4934,-43.7036
São João Nepomuceno,MG,-21.5381,-43.0069
São Joaquim da Barra,SP,-20.5812,-47.8593
São José,SC,-27.6136,-48.6366
São José de Ribamar,MA,-2.54704,-44.0597
São José do Rio Pardo,SP,-21.5953,-46.8873
São José do Rio Preto,SP,-20.8113,-49.3758
São José dos Campos,SP,-23.1896,-45.8841
São José dos Pinhais,PR,-25.5313,-49.2031
São Leopoldo,RS,-29.7545,-51.1498
São Lourenço,MG,-22.1166,-45.0506
São Lourenço da Mata,PE,-8.00684,-35.0124
São Lourenço do Sul,RS,-31.3564,-51.9715
São Luís,MA,-2.53874,-44.2825
São Luís de Montes Belos,GO,-16.5211,-50.3726
São Luís do Quitunde,AL,-9.31816,-35.5606
São Luiz Gonzaga,RS,-28.412,-54.9559
São Manuel,SP,-22.7321,-48.5723
São Marcos,RS,-28.9677,-51.0696
São Mateus,ES,-18.7214,-39.8579
São Mateus do Maranhão,MA,-4.03736,-44.4707
São Mateus do Sul,PR,-25.8677,-50.384
São Miguel do Araguaia,GO,-13.2731,-50.1634
São Miguel do Guamá,PA,-1.61307,-47.4784
São Miguel dos Campos,AL,-9.78301,-36.0971
São Paulo,SP,-23.5329,-46.6395
São Pedro,SP,-22.5483,-47.9096
São Pedro da Aldeia,RJ,-22.8429,-42.1026
São Raimundo Nonato,PI,-9.01241,-42.6987
São Roque,SP,-23.5226,-47.1357
São Sebastião,AL,-9.93043,-36.559
São Sebastião do Caí,RS,-29.5885,-51.3749
São Sebastião do Paraíso,MG,-20.9167,-46.9837
São Sebastião do Passé,BA,-12.5123,-38.4905
São Sepé,RS,-30.1643,-53.5603
São Vicente,SP,-23.9574,-46.3883
Sapiranga,RS,-29.6349,-51.0064
Sapucaia,RJ,-21.9949,-42.9142
Saquarema,RJ,-22.9292,-42.5099
Sarandi,RS,-27.942,-52.9231
Sarzedo,MG,-20.0367,-44.1446
Senador Canedo,GO,-16.7084,-49.0914
Senhor do Bonfim,BA,-10.4594,-40.1865
Seropédica,RJ,-22.7526,-43.7155
Serra,ES,-20.121,-40.3074
Serra Negra,SP,-22.6139,-46.7033
Serra Talhada,PE,-7.98178,-38.289
Serrana,SP,-21.2043,-47.5952
Serrinha,BA,-11.6584,-39.01
Sertãozinho,SP,-21.1316,-47.9875
Sete Lagoas,MG,-19.4569,-44.2413
Simões Filho,BA,-12.7866,-38.4029
Sinop,MT,-11.8604,-55.5091
Sirinhaém,PE,-8.58778,-35.1126
Sobradinho,BA,-9.45024,-40.8145
Sobral,CE,-3.68913,-40.3482
Socorro,SP,-22.5903,-46.5251
Soledade,PB,-7.05829,-36.3668
Sorocaba,SP,-23.4969,-47.4451
Sousa,PB,-6.75148,-38.2311
Sumaré,SP,-22.8204,-47.2728
Surubim,PE,-7.84746,-35.7481
Suzano,SP,-23.5448,-46.3112
Taboão da Serra,SP,-23.6019,-46.7526
Taiobeiras,MG,-15.8106,-42.2259
Tambaú,SP,-21.7029,-47.2703
Tanguá,RJ,-22.7423,-42.7202
Tapes,RS,-30.6683,-51.3991
Taquara,RS,-29.6505,-50.7753
Taquari,RS,-29.7943,-51.8653
Taquaritinga,SP,-21.4049,-48.5103
Taquarituba,SP,-23.5307,-49.241
Tatuí,SP,-23.3487,-47.8461
Taubaté,SP,-23.0104,-45.5593
Telêmaco Borba,PR,-24.3245,-50.6176
Teófilo Otoni,MG,-17.8595,-41.5087
Teresina,PI,-5.09194,-42.8034
Teresópolis,RJ,-22.4165,-42.9752
Teutônia,RS,-29.4482,-51.8044
Tianguá,CE,-3.72965,-40.9923
Tietê,SP,-23.1101,-47.7164
Tijucas,SC,-27.2354,-48.6322
Timbaúba,PE,-7.50484,-35.3119
Timbó,SC,-26.8246,-49.269
Timon,MA,-5.09769,-42.8329
Timóteo,MG,-19.5811,-42.6471
Tobias Barreto,SE,-11.1798,-37.9995
Toledo,MG,-22.7421,-46.3728
Toritama,PE,-8.00955,-36.0637
Torres,RS,-29.3334,-49.7333
Trairi,CE,-3.26932,-39.2681
Tramandaí,RS,-29.9841,-50.1322
Tremembé,SP,-22.9571,-45.5475
Três Corações,MG,-21.6921,-45.2511
Três Coroas,RS,-29.5137,-50.7739
Três Lagoas,MS,-20.7849,-51.7007
Três Pontas,MG,-21.3694,-45.5109
Três Rios,RJ,-22.1165,-43.2185
Trindade,GO,-16.6517,-49.4927
Tubarão,SC,-28.4713,-49.0144
Tucano,BA,-10.9584,-38.7894
Tucuruí,PA,-3.7657,-49.6773
Tupã,SP,-21.9335,-50.5191
Tupaciguara,MG,-18.5866,-48.6985
Ubá,MG,-21.1204,-42.9359
Ubaitaba,BA,-14.303,-39.3222
Ubatuba,SP,-23.4332,-45.0834
Uberaba,MG,-19.7472,-47.9381
Uberlândia,MG,-18.9141,-48.2749
Umuarama,PR,-23.7656,-53.3201
Una,BA,-15.2791,-39.0765
Unaí,MG,-16.3592,-46.9022
União da Vitória,PR,-26.2273,-51.0873
União dos Palmares,AL,-9.15921,-36.0223
Uruaçu,GO,-14.5238,-49.1396
Uruçuca,BA,-14.5963,-39.2851
Uruguaiana,RS,-29.7614,-57.0853
Vacaria,RS,-28.5079,-50.9418
Valença,BA,-13.3669,-39.073
Valinhos,SP,-22.9698,-46.9974
Vargem Grande,MA,-3.53639,-43.917
Vargem Grande do Sul,SP,-21.8322,-46.8913
Varginha,MG,-21.5556,-45.4364
Várzea Alegre,CE,-6.78264,-39.2942
Várzea da Palma,MG,-17.5944,-44.7226
Várzea Grande,PI,-6.54899,-42.248
Várzea Paulista,SP,-23.2136,-46.8234
Vassouras,RJ,-22.4059,-43.6686
Venâncio Aires,RS,-29.6143,-52.1932
Vera Cruz,SP,-22.2183,-49.8207
Veranópolis,RS,-28.9312,-51.5516
Vespasiano,MG,-19.6883,-43.9239
Viamão,RS,-30.0819,-51.0194
Viana,MA,-3.20451,-44.9912
Viçosa,MG,-20.7559,-42.8742
Videira,SC,-27.0086,-51.1543
Vigia,PA,-0.861194,-48.1386
Vila Velha,ES,-20.3417,-40.2875
Vilhena,RO,-12.7502,-60.1488
Vinhedo,SP,-23.0302,-46.9833
Visconde do Rio Branco,MG,-21.0127,-42.8361
Viseu,PA,-1.19124,-46.1399
Vitória,ES,-20.3155,-40.3128
Vitória da Conquista,BA,-14.8615,-40.8442
Vitória de Santo Antão,PE,-8.12819,-35.2976
Volta Redonda,RJ,-22.5202,-44.0996
Votorantim,SP,-23.5446,-47.4388
Votuporanga,SP,-20.4237,-49.9781
Xanxerê,SC,-26.8747,-52.4036
Sena Madureira,AC,-9.0659552,-68.6571045
Marechal Cândido Rondon,PR,-24.5570469,-54.0571442
Almeirim,PA,-1.5290376,-52.5788116
Açu,RN,-5.5836158,-36.9139557
Santana de Parnaíba,SP,-23.4438896,-46.9177780
Ferraz de Vasconcelos,SP,-23.5410557,-46.3709717
